Concept,Taxonomy,Value,Filing Date,End Date,Unit,Fiscal Period,Form Type,Accession Number
AccountsPayableCurrent,us-gaap,16609000000,2022-10-25,2022-09-30,USD,Q1,10-Q,0001564590-22-035087
AccountsPayableCurrent,us-gaap,15354000000,2023-01-24,2022-12-31,USD,Q2,10-Q,0001564590-23-000733
AccountsPayableCurrent,us-gaap,15305000000,2023-04-25,2023-03-31,USD,Q3,10-Q,0000950170-23-014423
AccountsPayableCurrent,us-gaap,18095000000,2023-07-27,2023-06-30,USD,FY,10-K,0000950170-23-035122
AccountsPayableCurrent,us-gaap,18095000000,2023-10-24,2023-06-30,USD,Q1,10-Q,0000950170-23-054855
AccountsPayableCurrent,us-gaap,18095000000,2024-01-30,2023-06-30,USD,Q2,10-Q,0000950170-24-008814
AccountsPayableCurrent,us-gaap,18095000000,2024-04-25,2023-06-30,USD,Q3,10-Q,0000950170-24-048288
AccountsPayableCurrent,us-gaap,18095000000,2024-07-30,2023-06-30,USD,FY,10-K,0000950170-24-087843
AccountsPayableCurrent,us-gaap,18095000000,2024-12-03,2023-06-30,USD,,8-K,0000950170-24-132722
AccountsPayableCurrent,us-gaap,19307000000,2023-10-24,2023-09-30,USD,Q1,10-Q,0000950170-23-054855
AccountsPayableCurrent,us-gaap,17695000000,2024-01-30,2023-12-31,USD,Q2,10-Q,0000950170-24-008814
AccountsPayableCurrent,us-gaap,18087000000,2024-04-25,2024-03-31,USD,Q3,10-Q,0000950170-24-048288
AccountsPayableCurrent,us-gaap,21996000000,2024-07-30,2024-06-30,USD,FY,10-K,0000950170-24-087843
AccountsPayableCurrent,us-gaap,21996000000,2024-10-30,2024-06-30,USD,Q1,10-Q,0000950170-24-118967
AccountsPayableCurrent,us-gaap,21996000000,2024-12-03,2024-06-30,USD,,8-K,0000950170-24-132722
AccountsPayableCurrent,us-gaap,21996000000,2025-01-29,2024-06-30,USD,Q2,10-Q,0000950170-25-010491
AccountsPayableCurrent,us-gaap,21996000000,2025-04-30,2024-06-30,USD,Q3,10-Q,0000950170-25-061046
AccountsPayableCurrent,us-gaap,21996000000,2025-07-30,2024-06-30,USD,FY,10-K,0000950170-25-100235
AccountsPayableCurrent,us-gaap,22768000000,2024-10-30,2024-09-30,USD,Q1,10-Q,0000950170-24-118967
AccountsPayableCurrent,us-gaap,22608000000,2025-01-29,2024-12-31,USD,Q2,10-Q,0000950170-25-010491
AccountsPayableCurrent,us-gaap,26250000000,2025-04-30,2025-03-31,USD,Q3,10-Q,0000950170-25-061046
AccountsPayableCurrent,us-gaap,27724000000,2025-07-30,2025-06-30,USD,FY,10-K,0000950170-25-100235
AccountsReceivableNet,us-gaap,22300000000,2017-10-26,2016-07-01,USD,Q1,10-Q,0001564590-17-020171
AccountsReceivableNet,us-gaap,22300000000,2018-01-31,2016-07-01,USD,Q2,10-Q,0001564590-18-001129
AccountsReceivableNet,us-gaap,22300000000,2018-04-26,2016-07-01,USD,Q3,10-Q,0001564590-18-009307
AccountsReceivableNet,us-gaap,22300000000,2018-08-03,2016-07-01,USD,FY,10-K,0001564590-18-019062
AccountsReceivableNetCurrent,us-gaap,11192000000,2009-10-23,2009-06-30,USD,Q1,10-Q,0001193125-09-212454
AccountsReceivableNetCurrent,us-gaap,11192000000,2010-01-28,2009-06-30,USD,Q2,10-Q,0001193125-10-015598
AccountsReceivableNetCurrent,us-gaap,11192000000,2010-04-22,2009-06-30,USD,Q3,10-Q,0001193125-10-090116
AccountsReceivableNetCurrent,us-gaap,11192000000,2010-07-30,2009-06-30,USD,FY,10-K,0001193125-10-171791
AccountsReceivableNetCurrent,us-gaap,8587000000,2009-10-23,2009-09-30,USD,Q1,10-Q,0001193125-09-212454
AccountsReceivableNetCurrent,us-gaap,11196000000,2010-01-28,2009-12-31,USD,Q2,10-Q,0001193125-10-015598
AccountsReceivableNetCurrent,us-gaap,9137000000,2010-04-22,2010-03-31,USD,Q3,10-Q,0001193125-10-090116
AccountsReceivableNetCurrent,us-gaap,13014000000,2010-07-30,2010-06-30,USD,FY,10-K,0001193125-10-171791
AccountsReceivableNetCurrent,us-gaap,13014000000,2010-10-28,2010-06-30,USD,Q1,10-Q,0001193125-10-239825
AccountsReceivableNetCurrent,us-gaap,13014000000,2011-01-27,2010-06-30,USD,Q2,10-Q,0001193125-11-015947
AccountsReceivableNetCurrent,us-gaap,13014000000,2011-04-28,2010-06-30,USD,Q3,10-Q,0001193125-11-115186
AccountsReceivableNetCurrent,us-gaap,13014000000,2011-07-28,2010-06-30,USD,FY,10-K,0001193125-11-200680
AccountsReceivableNetCurrent,us-gaap,9646000000,2010-10-28,2010-09-30,USD,Q1,10-Q,0001193125-10-239825
AccountsReceivableNetCurrent,us-gaap,12874000000,2011-01-27,2010-12-31,USD,Q2,10-Q,0001193125-11-015947
AccountsReceivableNetCurrent,us-gaap,10033000000,2011-04-28,2011-03-31,USD,Q3,10-Q,0001193125-11-115186
AccountsReceivableNetCurrent,us-gaap,14987000000,2011-07-28,2011-06-30,USD,FY,10-K,0001193125-11-200680
AccountsReceivableNetCurrent,us-gaap,14987000000,2011-10-20,2011-06-30,USD,Q1,10-Q,0001193125-11-276022
AccountsReceivableNetCurrent,us-gaap,14987000000,2012-01-27,2011-06-30,USD,Q2,10-Q/A,0001193125-12-026864
AccountsReceivableNetCurrent,us-gaap,14987000000,2012-04-19,2011-06-30,USD,Q3,10-Q,0001193125-12-170665
AccountsReceivableNetCurrent,us-gaap,14987000000,2012-07-26,2011-06-30,USD,FY,10-K,0001193125-12-316848
AccountsReceivableNetCurrent,us-gaap,10153000000,2011-10-20,2011-09-30,USD,Q1,10-Q,0001193125-11-276022
AccountsReceivableNetCurrent,us-gaap,13643000000,2012-01-27,2011-12-31,USD,Q2,10-Q/A,0001193125-12-026864
AccountsReceivableNetCurrent,us-gaap,10961000000,2012-04-19,2012-03-31,USD,Q3,10-Q,0001193125-12-170665
AccountsReceivableNetCurrent,us-gaap,15780000000,2012-07-26,2012-06-30,USD,FY,10-K,0001193125-12-316848
AccountsReceivableNetCurrent,us-gaap,15780000000,2012-10-18,2012-06-30,USD,Q1,10-Q,0001193125-12-427209
AccountsReceivableNetCurrent,us-gaap,15780000000,2013-01-24,2012-06-30,USD,Q2,10-Q,0001193125-13-022207
AccountsReceivableNetCurrent,us-gaap,15780000000,2013-04-18,2012-06-30,USD,Q3,10-Q,0001193125-13-160748
AccountsReceivableNetCurrent,us-gaap,15780000000,2013-07-30,2012-06-30,USD,FY,10-K,0001193125-13-310206
AccountsReceivableNetCurrent,us-gaap,15780000000,2013-11-26,2012-06-30,USD,FY,8-K,0001193125-13-455144
AccountsReceivableNetCurrent,us-gaap,9871000000,2012-10-18,2012-09-30,USD,Q1,10-Q,0001193125-12-427209
AccountsReceivableNetCurrent,us-gaap,14317000000,2013-01-24,2012-12-31,USD,Q2,10-Q,0001193125-13-022207
AccountsReceivableNetCurrent,us-gaap,11991000000,2013-04-18,2013-03-31,USD,Q3,10-Q,0001193125-13-160748
AccountsReceivableNetCurrent,us-gaap,17486000000,2013-07-30,2013-06-30,USD,FY,10-K,0001193125-13-310206
AccountsReceivableNetCurrent,us-gaap,17486000000,2013-10-24,2013-06-30,USD,Q1,10-Q,0001193125-13-409855
AccountsReceivableNetCurrent,us-gaap,17486000000,2013-11-26,2013-06-30,USD,FY,8-K,0001193125-13-455144
AccountsReceivableNetCurrent,us-gaap,17486000000,2014-01-23,2013-06-30,USD,Q2,10-Q,0001193125-14-018634
AccountsReceivableNetCurrent,us-gaap,17486000000,2014-04-24,2013-06-30,USD,Q3,10-Q,0001193125-14-157088
AccountsReceivableNetCurrent,us-gaap,17486000000,2014-07-31,2013-06-30,USD,FY,10-K,0001193125-14-289961
AccountsReceivableNetCurrent,us-gaap,11007000000,2013-10-24,2013-09-30,USD,Q1,10-Q,0001193125-13-409855
AccountsReceivableNetCurrent,us-gaap,15986000000,2014-01-23,2013-12-31,USD,Q2,10-Q,0001193125-14-018634
AccountsReceivableNetCurrent,us-gaap,13497000000,2014-04-24,2014-03-31,USD,Q3,10-Q,0001193125-14-157088
AccountsReceivableNetCurrent,us-gaap,19544000000,2014-07-31,2014-06-30,USD,FY,10-K,0001193125-14-289961
AccountsReceivableNetCurrent,us-gaap,19544000000,2014-10-23,2014-06-30,USD,Q1,10-Q,0001193125-14-380252
AccountsReceivableNetCurrent,us-gaap,19544000000,2015-01-26,2014-06-30,USD,Q2,10-Q,0001193125-15-020351
AccountsReceivableNetCurrent,us-gaap,19544000000,2015-04-23,2014-06-30,USD,Q3,10-Q,0001193125-15-144151
AccountsReceivableNetCurrent,us-gaap,19544000000,2015-07-31,2014-06-30,USD,FY,10-K,0001193125-15-272806
AccountsReceivableNetCurrent,us-gaap,19544000000,2015-10-27,2014-06-30,USD,,8-K,0001193125-15-353706
AccountsReceivableNetCurrent,us-gaap,12887000000,2014-10-23,2014-09-30,USD,Q1,10-Q,0001193125-14-380252
AccountsReceivableNetCurrent,us-gaap,16186000000,2015-01-26,2014-12-31,USD,Q2,10-Q,0001193125-15-020351
AccountsReceivableNetCurrent,us-gaap,12427000000,2015-04-23,2015-03-31,USD,Q3,10-Q,0001193125-15-144151
AccountsReceivableNetCurrent,us-gaap,17908000000,2015-07-31,2015-06-30,USD,FY,10-K,0001193125-15-272806
AccountsReceivableNetCurrent,us-gaap,17908000000,2015-10-22,2015-06-30,USD,Q1,10-Q,0001193125-15-350718
AccountsReceivableNetCurrent,us-gaap,17908000000,2015-10-27,2015-06-30,USD,,8-K,0001193125-15-353706
AccountsReceivableNetCurrent,us-gaap,17908000000,2016-01-28,2015-06-30,USD,Q2,10-Q,0001193125-16-441821
AccountsReceivableNetCurrent,us-gaap,17908000000,2016-04-21,2015-06-30,USD,Q3,10-Q,0001193125-16-550254
AccountsReceivableNetCurrent,us-gaap,17908000000,2016-07-28,2015-06-30,USD,FY,10-K,0001193125-16-662209
AccountsReceivableNetCurrent,us-gaap,11444000000,2015-10-22,2015-09-30,USD,Q1,10-Q,0001193125-15-350718
AccountsReceivableNetCurrent,us-gaap,14507000000,2016-01-28,2015-12-31,USD,Q2,10-Q,0001193125-16-441821
AccountsReceivableNetCurrent,us-gaap,12247000000,2016-04-21,2016-03-31,USD,Q3,10-Q,0001193125-16-550254
AccountsReceivableNetCurrent,us-gaap,18277000000,2016-07-28,2016-06-30,USD,FY,10-K,0001193125-16-662209
AccountsReceivableNetCurrent,us-gaap,18277000000,2016-10-20,2016-06-30,USD,Q1,10-Q,0001193125-16-742796
AccountsReceivableNetCurrent,us-gaap,18277000000,2017-01-26,2016-06-30,USD,Q2,10-Q,0001564590-17-000654
AccountsReceivableNetCurrent,us-gaap,18277000000,2017-04-27,2016-06-30,USD,Q3,10-Q,0001564590-17-007547
AccountsReceivableNetCurrent,us-gaap,18277000000,2017-08-02,2016-06-30,USD,FY,10-K,0001564590-17-014900
AccountsReceivableNetCurrent,us-gaap,11129000000,2016-10-20,2016-09-30,USD,Q1,10-Q,0001193125-16-742796
AccountsReceivableNetCurrent,us-gaap,14343000000,2017-01-26,2016-12-31,USD,Q2,10-Q,0001564590-17-000654
AccountsReceivableNetCurrent,us-gaap,12882000000,2017-04-27,2017-03-31,USD,Q3,10-Q,0001564590-17-007547
AccountsReceivableNetCurrent,us-gaap,19792000000,2017-08-02,2017-06-30,USD,FY,10-K,0001564590-17-014900
AccountsReceivableNetCurrent,us-gaap,22431000000,2017-10-26,2017-06-30,USD,Q1,10-Q,0001564590-17-020171
AccountsReceivableNetCurrent,us-gaap,22431000000,2018-01-31,2017-06-30,USD,Q2,10-Q,0001564590-18-001129
AccountsReceivableNetCurrent,us-gaap,22431000000,2018-04-26,2017-06-30,USD,Q3,10-Q,0001564590-18-009307
AccountsReceivableNetCurrent,us-gaap,22431000000,2018-08-03,2017-06-30,USD,FY,10-K,0001564590-18-019062
AccountsReceivableNetCurrent,us-gaap,14561000000,2017-10-26,2017-09-30,USD,Q1,10-Q,0001564590-17-020171
AccountsReceivableNetCurrent,us-gaap,18428000000,2018-01-31,2017-12-31,USD,Q2,10-Q,0001564590-18-001129
AccountsReceivableNetCurrent,us-gaap,17208000000,2018-04-26,2018-03-31,USD,Q3,10-Q,0001564590-18-009307
AccountsReceivableNetCurrent,us-gaap,26481000000,2018-08-03,2018-06-30,USD,FY,10-K,0001564590-18-019062
AccountsReceivableNetCurrent,us-gaap,26481000000,2018-10-24,2018-06-30,USD,Q1,10-Q,0001564590-18-024893
AccountsReceivableNetCurrent,us-gaap,26481000000,2019-01-30,2018-06-30,USD,Q2,10-Q,0001564590-19-001392
AccountsReceivableNetCurrent,us-gaap,26481000000,2019-04-24,2018-06-30,USD,Q3,10-Q,0001564590-19-012709
AccountsReceivableNetCurrent,us-gaap,26481000000,2019-08-01,2018-06-30,USD,FY,10-K,0001564590-19-027952
AccountsReceivableNetCurrent,us-gaap,17390000000,2018-10-24,2018-09-30,USD,Q1,10-Q,0001564590-18-024893
AccountsReceivableNetCurrent,us-gaap,19680000000,2019-01-30,2018-12-31,USD,Q2,10-Q,0001564590-19-001392
AccountsReceivableNetCurrent,us-gaap,19269000000,2019-04-24,2019-03-31,USD,Q3,10-Q,0001564590-19-012709
AccountsReceivableNetCurrent,us-gaap,29524000000,2019-08-01,2019-06-30,USD,FY,10-K,0001564590-19-027952
AccountsReceivableNetCurrent,us-gaap,29524000000,2019-10-23,2019-06-30,USD,Q1,10-Q,0001564590-19-037549
AccountsReceivableNetCurrent,us-gaap,29524000000,2020-01-29,2019-06-30,USD,Q2,10-Q,0001564590-20-002450
AccountsReceivableNetCurrent,us-gaap,29524000000,2020-04-29,2019-06-30,USD,Q3,10-Q,0001564590-20-019706
AccountsReceivableNetCurrent,us-gaap,29524000000,2020-07-30,2019-06-30,USD,FY,10-K,0001564590-20-034944
AccountsReceivableNetCurrent,us-gaap,19087000000,2019-10-23,2019-09-30,USD,Q1,10-Q,0001564590-19-037549
AccountsReceivableNetCurrent,us-gaap,23525000000,2020-01-29,2019-12-31,USD,Q2,10-Q,0001564590-20-002450
AccountsReceivableNetCurrent,us-gaap,22699000000,2020-04-29,2020-03-31,USD,Q3,10-Q,0001564590-20-019706
AccountsReceivableNetCurrent,us-gaap,32011000000,2020-07-30,2020-06-30,USD,FY,10-K,0001564590-20-034944
AccountsReceivableNetCurrent,us-gaap,32011000000,2020-10-27,2020-06-30,USD,Q1,10-Q,0001564590-20-047996
AccountsReceivableNetCurrent,us-gaap,32011000000,2021-01-26,2020-06-30,USD,Q2,10-Q,0001564590-21-002316
AccountsReceivableNetCurrent,us-gaap,32011000000,2021-04-27,2020-06-30,USD,Q3,10-Q,0001564590-21-020891
AccountsReceivableNetCurrent,us-gaap,32011000000,2021-07-29,2020-06-30,USD,FY,10-K,0001564590-21-039151
AccountsReceivableNetCurrent,us-gaap,22851000000,2020-10-27,2020-09-30,USD,Q1,10-Q,0001564590-20-047996
AccountsReceivableNetCurrent,us-gaap,27312000000,2021-01-26,2020-12-31,USD,Q2,10-Q,0001564590-21-002316
AccountsReceivableNetCurrent,us-gaap,26322000000,2021-04-27,2021-03-31,USD,Q3,10-Q,0001564590-21-020891
AccountsReceivableNetCurrent,us-gaap,38043000000,2021-07-29,2021-06-30,USD,FY,10-K,0001564590-21-039151
AccountsReceivableNetCurrent,us-gaap,38043000000,2021-10-26,2021-06-30,USD,Q1,10-Q,0001564590-21-051992
AccountsReceivableNetCurrent,us-gaap,38043000000,2022-01-25,2021-06-30,USD,Q2,10-Q,0001564590-22-002324
AccountsReceivableNetCurrent,us-gaap,38043000000,2022-04-26,2021-06-30,USD,Q3,10-Q,0001564590-22-015675
AccountsReceivableNetCurrent,us-gaap,38043000000,2022-07-28,2021-06-30,USD,FY,10-K,0001564590-22-026876
AccountsReceivableNetCurrent,us-gaap,27349000000,2021-10-26,2021-09-30,USD,Q1,10-Q,0001564590-21-051992
AccountsReceivableNetCurrent,us-gaap,33520000000,2022-01-25,2021-12-31,USD,Q2,10-Q,0001564590-22-002324
AccountsReceivableNetCurrent,us-gaap,32613000000,2022-04-26,2022-03-31,USD,Q3,10-Q,0001564590-22-015675
AccountsReceivableNetCurrent,us-gaap,44261000000,2022-07-28,2022-06-30,USD,FY,10-K,0001564590-22-026876
AccountsReceivableNetCurrent,us-gaap,44261000000,2022-10-25,2022-06-30,USD,Q1,10-Q,0001564590-22-035087
AccountsReceivableNetCurrent,us-gaap,44261000000,2023-01-24,2022-06-30,USD,Q2,10-Q,0001564590-23-000733
AccountsReceivableNetCurrent,us-gaap,44261000000,2023-04-25,2022-06-30,USD,Q3,10-Q,0000950170-23-014423
AccountsReceivableNetCurrent,us-gaap,44261000000,2023-07-27,2022-06-30,USD,FY,10-K,0000950170-23-035122
AccountsReceivableNetCurrent,us-gaap,31279000000,2022-10-25,2022-09-30,USD,Q1,10-Q,0001564590-22-035087
AccountsReceivableNetCurrent,us-gaap,35833000000,2023-01-24,2022-12-31,USD,Q2,10-Q,0001564590-23-000733
AccountsReceivableNetCurrent,us-gaap,37420000000,2023-04-25,2023-03-31,USD,Q3,10-Q,0000950170-23-014423
AccountsReceivableNetCurrent,us-gaap,48688000000,2023-07-27,2023-06-30,USD,FY,10-K,0000950170-23-035122
AccountsReceivableNetCurrent,us-gaap,48688000000,2023-10-24,2023-06-30,USD,Q1,10-Q,0000950170-23-054855
AccountsReceivableNetCurrent,us-gaap,48688000000,2024-01-30,2023-06-30,USD,Q2,10-Q,0000950170-24-008814
AccountsReceivableNetCurrent,us-gaap,48688000000,2024-04-25,2023-06-30,USD,Q3,10-Q,0000950170-24-048288
AccountsReceivableNetCurrent,us-gaap,48688000000,2024-07-30,2023-06-30,USD,FY,10-K,0000950170-24-087843
AccountsReceivableNetCurrent,us-gaap,48688000000,2024-12-03,2023-06-30,USD,,8-K,0000950170-24-132722
AccountsReceivableNetCurrent,us-gaap,36953000000,2023-10-24,2023-09-30,USD,Q1,10-Q,0000950170-23-054855
AccountsReceivableNetCurrent,us-gaap,42831000000,2024-01-30,2023-12-31,USD,Q2,10-Q,0000950170-24-008814
AccountsReceivableNetCurrent,us-gaap,44029000000,2024-04-25,2024-03-31,USD,Q3,10-Q,0000950170-24-048288
AccountsReceivableNetCurrent,us-gaap,56924000000,2024-07-30,2024-06-30,USD,FY,10-K,0000950170-24-087843
AccountsReceivableNetCurrent,us-gaap,56924000000,2024-10-30,2024-06-30,USD,Q1,10-Q,0000950170-24-118967
AccountsReceivableNetCurrent,us-gaap,56924000000,2024-12-03,2024-06-30,USD,,8-K,0000950170-24-132722
AccountsReceivableNetCurrent,us-gaap,56924000000,2025-01-29,2024-06-30,USD,Q2,10-Q,0000950170-25-010491
AccountsReceivableNetCurrent,us-gaap,56924000000,2025-04-30,2024-06-30,USD,Q3,10-Q,0000950170-25-061046
AccountsReceivableNetCurrent,us-gaap,56924000000,2025-07-30,2024-06-30,USD,FY,10-K,0000950170-25-100235
AccountsReceivableNetCurrent,us-gaap,44148000000,2024-10-30,2024-09-30,USD,Q1,10-Q,0000950170-24-118967
AccountsReceivableNetCurrent,us-gaap,48188000000,2025-01-29,2024-12-31,USD,Q2,10-Q,0000950170-25-010491
AccountsReceivableNetCurrent,us-gaap,51700000000,2025-04-30,2025-03-31,USD,Q3,10-Q,0000950170-25-061046
AccountsReceivableNetCurrent,us-gaap,69905000000,2025-07-30,2025-06-30,USD,FY,10-K,0000950170-25-100235
AccountsReceivableNetNoncurrent,us-gaap,1700000000,2017-10-26,2017-06-30,USD,Q1,10-Q,0001564590-17-020171
AccountsReceivableNetNoncurrent,us-gaap,1700000000,2018-01-31,2017-06-30,USD,Q2,10-Q,0001564590-18-001129
AccountsReceivableNetNoncurrent,us-gaap,1700000000,2018-04-26,2017-06-30,USD,Q3,10-Q,0001564590-18-009307
AccountsReceivableNetNoncurrent,us-gaap,1700000000,2018-08-03,2017-06-30,USD,FY,10-K,0001564590-18-019062
AccountsReceivableNetNoncurrent,us-gaap,1600000000,2017-10-26,2017-09-30,USD,Q1,10-Q,0001564590-17-020171
AccountsReceivableNetNoncurrent,us-gaap,1600000000,2018-01-31,2017-12-31,USD,Q2,10-Q,0001564590-18-001129
AccountsReceivableNetNoncurrent,us-gaap,1600000000,2018-04-26,2018-03-31,USD,Q3,10-Q,0001564590-18-009307
AccountsReceivableNetNoncurrent,us-gaap,1800000000,2018-08-03,2018-06-30,USD,FY,10-K,0001564590-18-019062
AccountsReceivableNetNoncurrent,us-gaap,1800000000,2018-10-24,2018-06-30,USD,Q1,10-Q,0001564590-18-024893
AccountsReceivableNetNoncurrent,us-gaap,1800000000,2019-01-30,2018-06-30,USD,Q2,10-Q,0001564590-19-001392
AccountsReceivableNetNoncurrent,us-gaap,1800000000,2019-04-24,2018-06-30,USD,Q3,10-Q,0001564590-19-012709
AccountsReceivableNetNoncurrent,us-gaap,1800000000,2019-08-01,2018-06-30,USD,FY,10-K,0001564590-19-027952
AccountsReceivableNetNoncurrent,us-gaap,1800000000,2018-10-24,2018-09-30,USD,Q1,10-Q,0001564590-18-024893
AccountsReceivableNetNoncurrent,us-gaap,1900000000,2019-01-30,2018-12-31,USD,Q2,10-Q,0001564590-19-001392
AccountsReceivableNetNoncurrent,us-gaap,2000000000,2019-04-24,2019-03-31,USD,Q3,10-Q,0001564590-19-012709
AccountsReceivableNetNoncurrent,us-gaap,2200000000,2019-08-01,2019-06-30,USD,FY,10-K,0001564590-19-027952
AccountsReceivableNetNoncurrent,us-gaap,2200000000,2019-10-23,2019-06-30,USD,Q1,10-Q,0001564590-19-037549
AccountsReceivableNetNoncurrent,us-gaap,2200000000,2020-01-29,2019-06-30,USD,Q2,10-Q,0001564590-20-002450
AccountsReceivableNetNoncurrent,us-gaap,2200000000,2020-04-29,2019-06-30,USD,Q3,10-Q,0001564590-20-019706
AccountsReceivableNetNoncurrent,us-gaap,2200000000,2020-07-30,2019-06-30,USD,FY,10-K,0001564590-20-034944
AccountsReceivableNetNoncurrent,us-gaap,2300000000,2019-10-23,2019-09-30,USD,Q1,10-Q,0001564590-19-037549
AccountsReceivableNetNoncurrent,us-gaap,2400000000,2020-01-29,2019-12-31,USD,Q2,10-Q,0001564590-20-002450
AccountsReceivableNetNoncurrent,us-gaap,2500000000,2020-04-29,2020-03-31,USD,Q3,10-Q,0001564590-20-019706
AccountsReceivableNetNoncurrent,us-gaap,2700000000,2020-07-30,2020-06-30,USD,FY,10-K,0001564590-20-034944
AccountsReceivableNetNoncurrent,us-gaap,2700000000,2020-10-27,2020-06-30,USD,Q1,10-Q,0001564590-20-047996
AccountsReceivableNetNoncurrent,us-gaap,2700000000,2021-01-26,2020-06-30,USD,Q2,10-Q,0001564590-21-002316
AccountsReceivableNetNoncurrent,us-gaap,2700000000,2021-04-27,2020-06-30,USD,Q3,10-Q,0001564590-21-020891
AccountsReceivableNetNoncurrent,us-gaap,2700000000,2021-07-29,2020-06-30,USD,FY,10-K,0001564590-21-039151
AccountsReceivableNetNoncurrent,us-gaap,2700000000,2020-10-27,2020-09-30,USD,Q1,10-Q,0001564590-20-047996
AccountsReceivableNetNoncurrent,us-gaap,2900000000,2021-01-26,2020-12-31,USD,Q2,10-Q,0001564590-21-002316
AccountsReceivableNetNoncurrent,us-gaap,2800000000,2021-04-27,2021-03-31,USD,Q3,10-Q,0001564590-21-020891
AccountsReceivableNetNoncurrent,us-gaap,3400000000,2021-07-29,2021-06-30,USD,FY,10-K,0001564590-21-039151
AccountsReceivableNetNoncurrent,us-gaap,3400000000,2021-10-26,2021-06-30,USD,Q1,10-Q,0001564590-21-051992
AccountsReceivableNetNoncurrent,us-gaap,3400000000,2022-01-25,2021-06-30,USD,Q2,10-Q,0001564590-22-002324
AccountsReceivableNetNoncurrent,us-gaap,3400000000,2022-04-26,2021-06-30,USD,Q3,10-Q,0001564590-22-015675
AccountsReceivableNetNoncurrent,us-gaap,3400000000,2022-07-28,2021-06-30,USD,FY,10-K,0001564590-22-026876
AccountsReceivableNetNoncurrent,us-gaap,3400000000,2021-10-26,2021-09-30,USD,Q1,10-Q,0001564590-21-051992
AccountsReceivableNetNoncurrent,us-gaap,3500000000,2022-01-25,2021-12-31,USD,Q2,10-Q,0001564590-22-002324
AccountsReceivableNetNoncurrent,us-gaap,3600000000,2022-04-26,2022-03-31,USD,Q3,10-Q,0001564590-22-015675
AccountsReceivableNetNoncurrent,us-gaap,3800000000,2022-07-28,2022-06-30,USD,FY,10-K,0001564590-22-026876
AccountsReceivableNetNoncurrent,us-gaap,3800000000,2022-10-25,2022-06-30,USD,Q1,10-Q,0001564590-22-035087
AccountsReceivableNetNoncurrent,us-gaap,3800000000,2023-01-24,2022-06-30,USD,Q2,10-Q,0001564590-23-000733
AccountsReceivableNetNoncurrent,us-gaap,3800000000,2023-04-25,2022-06-30,USD,Q3,10-Q,0000950170-23-014423
AccountsReceivableNetNoncurrent,us-gaap,3800000000,2023-07-27,2022-06-30,USD,FY,10-K,0000950170-23-035122
